Steps out_loss reg_loss point_loss train_accuracy time memory
7987 0.073 18.248 0.437 0.97 4541.26 8343.6
7988 0.101 18.248 0.441 0.96 4541.61 8344.0
7989 0.114 18.248 0.450 0.96 4541.94 8344.0
7990 0.037 18.248 0.441 0.99 4542.31 8344.0
7991 0.101 18.248 0.431 0.96 4542.64 8344.0
7992 0.067 18.248 0.461 0.98 4542.97 8344.0
7993 0.077 18.248 0.422 0.98 4543.27 8344.0
7995 0.046 18.248 0.446 0.98 4546.93 8355.2
7996 0.206 18.248 0.477 0.93 4547.22 8355.8
7997 0.063 18.248 0.434 0.98 4547.60 8355.8
7998 0.076 18.248 0.436 0.97 4547.95 8355.8
7999 0.075 18.248 0.439 0.97 4548.27 8355.9
8000 0.115 18.248 0.423 0.97 4548.63 8355.9
8001 0.096 18.248 0.431 0.97 4549.00 8356.0
8002 0.066 18.248 0.443 0.98 4549.33 8356.0
8003 0.067 18.248 0.425 0.98 4549.71 8356.0
8004 0.060 18.248 0.451 0.98 4550.06 8356.0
8005 0.063 18.248 0.432 0.98 4550.40 8356.0
8006 0.060 18.248 0.421 0.98 4550.75 8356.0
8007 0.058 18.248 0.490 0.99 4550.96 8356.0
8009 0.158 18.248 0.467 0.95 4554.62 8440.1
8010 0.065 18.248 0.413 0.98 4554.98 8440.1
8011 0.084 18.248 0.423 0.97 4555.33 8391.0
8012 0.074 18.248 0.467 0.97 4555.69 8391.0
8013 0.059 18.248 0.465 0.98 4555.99 8391.0
8014 0.083 18.248 0.424 0.98 4556.37 8391.1
8015 0.066 18.248 0.430 0.98 4556.75 8391.3
8016 0.086 18.248 0.459 0.97 4557.12 8391.3
8017 0.055 18.248 0.437 0.98 4557.48 8358.9
8018 0.083 18.248 0.431 0.98 4557.86 8358.9
8019 0.044 18.248 0.436 0.99 4558.24 8359.0
8020 0.079 18.248 0.472 0.98 4558.54 8359.0
8022 0.084 18.248 0.447 0.97 4562.31 8420.8
8023 0.045 18.248 0.429 0.99 4562.68 8396.6
8024 0.114 18.248 0.431 0.97 4563.03 8396.6
8025 0.085 18.248 0.449 0.97 4563.41 8396.6
8026 0.101 18.248 0.479 0.97 4563.78 8346.6
8027 0.049 18.248 0.408 0.99 4564.13 8346.6
8028 0.075 18.248 0.437 0.97 4564.50 8346.6
8029 0.067 18.248 0.460 0.98 4564.88 8346.6
8030 0.101 18.248 0.444 0.97 4565.24 8346.6
8031 0.064 18.248 0.449 0.98 4565.60 8346.6
8032 0.175 18.248 0.400 0.95 4565.92 8346.6
8033 0.054 18.248 0.456 0.99 4566.17 8346.6
8035 0.068 18.248 0.453 0.98 4569.85 8431.5
8036 0.096 18.248 0.431 0.97 4570.17 8431.5
8037 0.071 18.248 0.431 0.98 4570.57 8377.8
8038 0.087 18.248 0.452 0.97 4570.90 8377.8
8039 0.099 18.248 0.430 0.97 4571.26 8377.8
8040 0.075 18.248 0.459 0.97 4571.64 8377.8
8041 0.071 18.248 0.417 0.98 4571.99 8377.9
8042 0.182 18.248 0.432 0.96 4572.31 8377.9
8043 0.074 18.248 0.451 0.97 4572.57 8377.9
8044 0.038 18.248 0.448 0.99 4572.94 8377.9
8045 0.064 18.248 0.437 0.98 4573.25 8377.9
8046 0.054 18.248 0.428 0.99 4573.56 8378.0
8047 0.079 18.248 0.432 0.98 4573.78 8378.0
8049 0.091 18.248 0.436 0.97 4577.50 8395.5
8050 0.063 18.248 0.420 0.98 4577.88 8395.8
8051 0.062 18.248 0.459 0.98 4578.27 8396.0
8052 0.126 18.248 0.421 0.96 4578.60 8396.0
8053 0.062 18.248 0.450 0.99 4578.94 8396.0
8054 0.104 18.248 0.435 0.97 4579.31 8396.0
8055 0.109 18.248 0.460 0.96 4579.66 8396.0
8056 0.092 18.248 0.439 0.97 4580.01 8396.0
8057 0.075 18.248 0.439 0.98 4580.37 8396.0
8058 0.218 18.248 0.406 0.95 4580.68 8396.0
8059 0.052 18.248 0.452 0.98 4581.05 8396.0
8060 0.069 18.248 0.430 0.98 4581.42 8396.0
8062 0.058 18.248 0.455 0.98 4585.03 8449.1
8063 0.175 18.248 0.431 0.95 4585.34 8423.9
8064 0.061 18.248 0.460 0.98 4585.73 8424.1
8065 0.069 18.248 0.452 0.98 4586.04 8424.1
8066 0.081 18.248 0.437 0.98 4586.39 8424.1
8067 0.113 18.248 0.429 0.96 4586.77 8396.2
8068 0.116 18.248 0.426 0.96 4587.11 8396.2
8069 0.097 18.248 0.426 0.97 4587.40 8396.2
8070 0.100 18.248 0.452 0.97 4587.78 8396.2
8071 0.072 18.248 0.476 0.98 4588.15 8396.2
8072 0.095 18.248 0.423 0.97 4588.52 8396.2
8073 0.051 18.248 0.422 0.99 4588.76 8396.2
8074 0.059 18.248 0.458 0.99 4589.02 8396.2
8076 0.066 18.248 0.427 0.98 4592.71 8469.6
8077 0.057 18.248 0.452 0.98 4593.01 8469.6
8078 0.069 18.248 0.437 0.98 4593.37 8443.4
8079 0.092 18.248 0.452 0.97 4593.72 8443.4
8080 0.081 18.248 0.454 0.97 4594.12 8443.4
8081 0.071 18.248 0.443 0.98 4594.41 8443.6
8082 0.093 18.248 0.418 0.97 4594.79 8443.6
8083 0.059 18.248 0.424 0.98 4595.13 8443.6
8084 0.074 18.248 0.427 0.98 4595.52 8443.6
8085 0.101 18.248 0.434 0.97 4595.90 8443.6
8086 0.079 18.248 0.467 0.98 4596.27 8443.6
8087 0.066 18.248 0.464 0.98 4596.59 8443.6
8089 0.073 18.248 0.406 0.98 4600.34 8516.7
8090 0.107 18.248 0.453 0.96 4600.72 8473.0
8091 0.066 18.248 0.436 0.98 4601.07 8473.0
8092 0.078 18.248 0.460 0.98 4601.41 8473.0
8093 0.064 18.248 0.437 0.98 4601.79 8473.0
8094 0.107 18.248 0.426 0.97 4602.16 8473.0
8095 0.052 18.248 0.424 0.99 4602.53 8473.2
8096 0.083 18.248 0.490 0.97 4602.89 8473.2
8097 0.059 18.248 0.409 0.98 4603.24 8473.2
8098 0.113 18.248 0.459 0.97 4603.53 8473.2
8099 0.097 18.248 0.428 0.97 4603.91 8473.2
8100 0.061 18.248 0.456 0.99 4604.21 8473.2
8102 0.187 18.248 0.405 0.94 4607.94 8515.5
8103 0.094 18.248 0.451 0.97 4608.20 8515.5
8104 0.059 18.248 0.426 0.98 4608.59 8515.8
8105 0.048 18.248 0.413 0.99 4608.95 8515.8
8106 0.056 18.248 0.447 0.98 4609.34 8515.8
8107 0.062 18.248 0.429 0.98 4609.69 8515.8
8108 0.058 18.248 0.433 0.98 4610.07 8515.8
8109 0.112 18.248 0.453 0.96 4610.40 8515.8
8110 0.092 18.248 0.446 0.97 4610.76 8516.0
8111 0.042 18.248 0.440 0.99 4611.15 8516.0
8112 0.120 18.248 0.468 0.96 4611.52 8516.0
8113 0.078 18.248 0.446 0.97 4611.87 8516.2
8115 0.056 18.248 0.433 0.98 4615.54 8511.1
8116 0.095 18.248 0.441 0.97 4615.94 8511.1
8117 0.103 18.248 0.443 0.97 4616.28 8511.1
8118 0.114 18.248 0.468 0.97 4616.62 8511.5
8119 0.052 18.248 0.429 0.98 4617.00 8511.5
8120 0.099 18.248 0.438 0.97 4617.36 8511.7
8121 0.054 18.248 0.429 0.98 4617.74 8511.8
8122 0.113 18.248 0.462 0.96 4618.10 8511.9
8123 0.106 18.248 0.447 0.96 4618.45 8512.0
8124 0.067 18.248 0.451 0.98 4618.82 8512.1
8125 0.069 18.248 0.430 0.98 4619.22 8512.1
8126 0.056 18.248 0.461 0.99 4619.48 8512.1
8128 0.086 18.248 0.465 0.98 4623.11 8532.7
8129 0.059 18.248 0.428 0.98 4623.49 8493.6
8130 0.082 18.248 0.431 0.97 4623.76 8493.6
8131 0.049 18.248 0.427 0.99 4624.16 8493.6
8132 0.132 18.248 0.421 0.95 4624.49 8493.6
8133 0.063 18.248 0.441 0.98 4624.87 8493.6
8134 0.089 18.248 0.479 0.97 4625.20 8493.6
8135 0.077 18.248 0.430 0.97 4625.56 8493.6
8136 0.066 18.248 0.467 0.98 4625.93 8493.6
8137 0.108 18.248 0.451 0.97 4626.31 8493.6
8138 0.046 18.248 0.438 0.98 4626.69 8493.8
8139 0.087 18.248 0.432 0.97 4627.08 8493.8
8140 2.188 18.248 1.406 0.61 4627.22 8493.8
8142 0.106 18.248 0.457 0.97 4630.95 8493.2
8143 0.122 18.248 0.468 0.96 4631.27 8493.2
8144 0.065 18.248 0.424 0.98 4631.63 8493.2
8145 0.058 18.248 0.436 0.99 4631.98 8493.2
8146 0.072 18.248 0.441 0.98 4632.37 8493.2
8147 0.070 18.248 0.416 0.98 4632.77 8493.5
8148 0.099 18.248 0.427 0.97 4633.10 8493.5
8149 0.052 18.248 0.442 0.98 4633.45 8493.5
8150 0.066 18.248 0.456 0.98 4633.83 8493.5
8151 0.091 18.248 0.450 0.97 4634.18 8493.5
8152 0.090 18.248 0.435 0.98 4634.58 8493.5
8153 0.078 18.248 0.425 0.98 4634.85 8493.5
8155 0.058 18.248 0.460 0.98 4638.51 8510.9
8156 0.062 18.248 0.440 0.98 4638.89 8511.0
8157 0.143 18.248 0.457 0.95 4639.27 8511.1
8158 0.069 18.248 0.419 0.98 4639.65 8511.1
8159 0.049 18.248 0.427 0.98 4640.06 8511.1
8160 0.084 18.248 0.430 0.98 4640.45 8511.3
8161 0.092 18.248 0.481 0.98 4640.79 8511.3
8162 0.106 18.248 0.469 0.97 4641.18 8511.3
8163 0.076 18.248 0.425 0.98 4641.57 8511.3
8164 0.120 18.248 0.442 0.96 4641.91 8511.3
8165 0.057 18.248 0.429 0.98 4642.24 8511.3
8166 0.073 18.248 0.448 0.98 4642.48 8511.3
8168 0.069 18.248 0.469 0.98 4646.19 8581.5
8169 0.051 18.248 0.443 0.98 4646.53 8581.5
8170 0.125 18.248 0.455 0.96 4646.89 8581.7
8171 0.084 18.248 0.435 0.97 4647.31 8581.7
8172 0.069 18.248 0.439 0.98 4647.68 8581.7
8173 0.074 18.248 0.430 0.98 4648.04 8581.7
8174 0.070 18.248 0.432 0.98 4648.33 8581.7
8175 0.059 18.248 0.427 0.98 4648.69 8581.7
8176 0.062 18.248 0.443 0.98 4649.09 8581.7
8177 0.118 18.248 0.434 0.96 4649.49 8581.7
8178 0.078 18.248 0.421 0.98 4649.86 8581.9
8179 0.070 18.248 0.435 0.98 4650.11 8581.9
8181 0.100 18.248 0.467 0.97 4653.74 8590.5
8182 0.116 18.248 0.456 0.96 4654.04 8590.5
8183 0.057 18.248 0.430 0.98 4654.43 8590.5
8184 0.093 18.248 0.432 0.97 4654.74 8590.5
8185 0.112 18.248 0.453 0.96 4655.04 8590.5
8186 0.049 18.248 0.421 0.99 4655.44 8590.5
8187 0.064 18.248 0.416 0.98 4655.80 8590.5
8188 0.110 18.248 0.476 0.97 4656.12 8590.7
8189 0.078 18.248 0.422 0.98 4656.49 8590.7
8190 0.057 18.248 0.451 0.98 4656.86 8590.9
8191 0.055 18.248 0.445 0.98 4657.21 8591.0
8192 0.076 18.248 0.456 0.97 4657.58 8591.0
8193 0.167 18.248 0.388 0.96 4657.75 8591.0
8195 0.106 18.248 0.451 0.97 4661.66 8592.8
8196 0.055 18.248 0.434 0.98 4662.04 8592.8
8197 0.058 18.248 0.419 0.98 4662.44 8593.1
8198 0.109 18.248 0.469 0.97 4662.79 8593.1
8199 0.065 18.248 0.430 0.98 4663.18 8593.1
8200 0.082 18.248 0.424 0.97 4663.52 8593.1
8201 0.041 18.248 0.425 0.99 4663.93 8593.1
8202 0.093 18.248 0.439 0.97 4664.29 8593.1
8203 0.086 18.248 0.445 0.97 4664.68 8593.3
8204 0.076 18.248 0.432 0.97 4665.02 8593.3
8205 0.083 18.248 0.451 0.97 4665.39 8593.3
8206 0.064 18.248 0.491 0.98 4665.63 8593.3
8208 0.057 18.248 0.440 0.98 4669.35 8657.0
8209 0.077 18.248 0.445 0.98 4669.70 8657.3
8210 0.133 18.248 0.412 0.96 4670.09 8601.7
8211 0.114 18.248 0.425 0.96 4670.46 8601.7
8212 0.062 18.248 0.449 0.98 4670.83 8601.9
8213 0.104 18.248 0.447 0.96 4671.10 8602.2
8214 0.050 18.248 0.431 0.99 4671.53 8602.2
8215 0.089 18.248 0.459 0.97 4671.88 8602.2
8216 0.057 18.248 0.440 0.98 4672.24 8602.2
8217 0.099 18.248 0.445 0.97 4672.60 8602.2
8218 0.072 18.248 0.436 0.97 4672.97 8602.2
8219 0.114 18.248 0.479 0.97 4673.28 8602.2
8221 0.076 18.248 0.472 0.98 4677.03 8615.2
8222 0.108 18.248 0.418 0.98 4677.39 8615.2
8223 0.070 18.248 0.425 0.98 4677.74 8615.2
8224 0.081 18.248 0.439 0.98 4678.12 8615.4
8225 0.046 18.248 0.417 0.99 4678.50 8571.5
8226 0.113 18.248 0.414 0.96 4678.85 8571.5
8227 0.073 18.248 0.461 0.97 4679.23 8571.5
8228 0.109 18.248 0.405 0.97 4679.57 8571.7
8229 0.064 18.248 0.426 0.98 4679.96 8572.0
8230 0.069 18.248 0.444 0.98 4680.32 8572.0
8231 0.133 18.248 0.472 0.96 4680.69 8572.0
8232 0.101 18.248 0.477 0.97 4680.93 8572.0
8234 0.043 18.248 0.449 0.99 4684.52 8594.9
8235 0.062 18.248 0.438 0.98 4684.86 8594.9
8236 0.098 18.248 0.445 0.97 4685.18 8594.9
8237 0.158 18.248 0.435 0.95 4685.54 8594.9
8238 0.112 18.248 0.455 0.97 4685.93 8594.9
8239 0.033 18.248 0.422 0.99 4686.31 8595.0
8240 0.061 18.248 0.466 0.98 4686.70 8595.0
8241 0.055 18.248 0.436 0.99 4687.04 8595.0
8242 0.082 18.248 0.428 0.97 4687.38 8595.0
8243 0.136 18.248 0.458 0.95 4687.74 8595.0
8244 0.078 18.248 0.428 0.98 4688.10 8595.0
8245 0.105 18.248 0.444 0.97 4688.46 8575.5
8247 0.081 18.248 0.444 0.97 4692.26 8567.6
8248 0.092 18.248 0.437 0.97 4692.60 8567.6
8249 0.102 18.248 0.490 0.97 4692.99 8567.6
8250 0.162 18.248 0.441 0.95 4693.27 8567.6
8251 0.044 18.248 0.422 0.99 4693.69 8567.6
8252 0.124 18.248 0.441 0.96 4694.07 8567.6
8253 0.063 18.248 0.455 0.98 4694.43 8567.6
8254 0.049 18.248 0.454 0.98 4694.80 8567.6
8255 0.087 18.248 0.430 0.98 4695.14 8567.6
8256 0.052 18.248 0.422 0.98 4695.50 8567.6
8257 0.076 18.248 0.457 0.98 4695.86 8567.6
8258 0.102 18.248 0.406 0.97 4696.19 8567.6
8260 0.078 18.248 0.428 0.98 4699.87 8576.0
8261 0.149 18.248 0.474 0.95 4700.17 8576.2
8262 0.069 18.248 0.462 0.99 4700.43 8576.2
8263 0.034 18.248 0.441 0.99 4700.83 8576.2
8264 0.088 18.248 0.444 0.97 4701.23 8576.2
8265 0.058 18.248 0.449 0.98 4701.61 8576.2
8266 0.072 18.248 0.444 0.98 4702.01 8576.2
8267 0.100 18.248 0.459 0.97 4702.38 8576.2
8268 0.173 18.248 0.447 0.95 4702.73 8576.2
8269 0.066 18.248 0.425 0.98 4703.09 8576.2
8270 0.074 18.248 0.435 0.97 4703.42 8576.2
8271 0.100 18.248 0.427 0.97 4703.80 8576.2
8272 1.478 18.248 0.510 0.61 4703.94 8576.4
8274 0.061 18.248 0.433 0.98 4707.52 8656.3
8275 0.076 18.248 0.419 0.98 4707.89 8621.6
8276 0.057 18.248 0.407 0.98 4708.28 8621.6
8277 0.058 18.248 0.437 0.98 4708.66 8621.6
8278 0.040 18.248 0.426 0.99 4709.08 8588.7
8279 0.064 18.248 0.466 0.98 4709.45 8588.7
8280 0.058 18.248 0.460 0.98 4709.80 8588.7
8281 0.097 18.248 0.480 0.97 4710.13 8588.9
8282 0.163 18.248 0.427 0.95 4710.50 8588.9
8283 0.098 18.248 0.443 0.97 4710.85 8589.2
8284 0.079 18.248 0.445 0.98 4711.18 8589.2
8285 0.122 18.248 0.455 0.96 4711.53 8589.2
8287 0.074 18.248 0.434 0.98 4715.21 8681.5
8288 0.069 18.248 0.430 0.98 4715.58 8681.5
8289 0.054 18.248 0.447 0.98 4715.95 8681.5
8290 0.125 18.248 0.459 0.96 4716.31 8681.6
8291 0.157 18.248 0.423 0.96 4716.69 8681.6
8292 0.110 18.248 0.430 0.96 4717.04 8681.6
8293 0.051 18.248 0.430 0.98 4717.46 8681.9
8294 0.068 18.248 0.443 0.98 4717.83 8681.9
8295 0.065 18.248 0.450 0.98 4718.19 8681.9
8296 0.097 18.248 0.423 0.97 4718.55 8644.0
8297 0.108 18.248 0.435 0.97 4718.88 8644.0
8298 0.052 18.248 0.458 0.98 4719.14 8607.5
8300 0.061 18.248 0.424 0.98 4722.89 8653.4
8301 0.046 18.248 0.443 0.99 4723.29 8653.4
8302 0.114 18.248 0.466 0.96 4723.66 8653.4
8303 0.093 18.248 0.446 0.97 4724.03 8653.4
8304 0.093 18.248 0.445 0.97 4724.37 8653.4
8305 0.060 18.248 0.434 0.98 4724.72 8653.5
8306 0.069 18.248 0.451 0.98 4725.08 8653.5
8307 0.078 18.248 0.450 0.98 4725.43 8653.7
8308 0.065 18.248 0.415 0.98 4725.77 8653.7
8309 0.050 18.248 0.425 0.98 4726.12 8653.7
8310 0.082 18.248 0.440 0.98 4726.54 8616.3
8311 0.090 18.248 0.410 0.97 4726.80 8616.3
8313 0.106 18.248 0.428 0.96 4730.54 8640.3
8314 0.068 18.248 0.466 0.98 4730.88 8640.5
8315 0.072 18.248 0.449 0.98 4731.22 8640.5
8316 0.115 18.248 0.457 0.96 4731.57 8640.5
8317 0.082 18.248 0.447 0.98 4731.96 8592.3
8318 0.120 18.248 0.448 0.96 4732.31 8592.3
8319 0.076 18.248 0.434 0.98 4732.67 8592.3
8320 0.065 18.248 0.455 0.98 4733.03 8592.3
8321 0.122 18.248 0.434 0.96 4733.38 8592.3
8322 0.080 18.248 0.438 0.97 4733.75 8592.3
8323 0.045 18.248 0.420 0.99 4734.08 8592.3
8324 0.078 18.248 0.453 0.97 4734.40 8592.3
8326 0.098 18.248 0.469 0.97 4738.02 8536.8
8327 0.087 18.248 0.438 0.97 4738.38 8590.2
8328 0.063 18.248 0.428 0.98 4738.73 8590.2
8329 0.079 18.248 0.452 0.98 4739.11 8590.1
8330 0.089 18.248 0.431 0.98 4739.46 8590.1
8331 0.083 18.248 0.447 0.97 4739.83 8590.1
8332 0.081 18.248 0.446 0.98 4740.19 8590.3
8333 0.036 18.248 0.419 0.99 4740.57 8590.3
8334 0.117 18.248 0.421 0.96 4740.98 8590.3
8335 0.106 18.248 0.425 0.96 4741.32 8568.4
8336 0.062 18.248 0.446 0.98 4741.69 8568.7
8337 0.062 18.248 0.440 0.98 4742.00 8568.7
8339 0.085 18.248 0.463 0.97 4745.93 8579.1
8340 0.087 18.248 0.417 0.98 4746.29 8579.1
8341 0.077 18.248 0.459 0.97 4746.63 8579.1
8342 0.113 18.248 0.425 0.96 4746.96 8579.1
8343 0.051 18.248 0.445 0.99 4747.35 8579.2
8344 0.063 18.248 0.434 0.98 4747.68 8579.2
8345 0.069 18.248 0.442 0.98 4748.04 8579.2
8346 0.085 18.248 0.438 0.97 4748.42 8579.2
8347 0.077 18.248 0.413 0.97 4748.75 8579.2
8348 0.049 18.248 0.427 0.99 4749.17 8579.2
8349 0.062 18.248 0.456 0.98 4749.54 8579.2
8350 0.106 18.248 0.460 0.97 4749.83 8579.2
8352 0.084 18.248 0.461 0.97 4753.65 8571.4
8353 0.051 18.248 0.415 0.99 4754.00 8571.4
8354 0.127 18.248 0.411 0.96 4754.38 8571.4
8355 0.090 18.248 0.472 0.97 4754.66 8571.4
8356 0.030 18.248 0.434 0.99 4755.02 8571.4
8357 0.061 18.248 0.435 0.98 4755.34 8571.4
8358 0.092 18.248 0.445 0.97 4755.71 8571.4
8359 0.092 18.248 0.456 0.97 4756.08 8571.4
8360 0.065 18.248 0.466 0.98 4756.38 8571.4
8361 0.047 18.248 0.434 0.99 4756.76 8549.0
8362 0.081 18.248 0.432 0.97 4757.15 8549.0
8363 0.091 18.248 0.442 0.97 4757.52 8549.0
8364 0.198 18.248 0.484 0.94 4757.67 8549.0
8366 0.138 18.248 0.469 0.95 4761.31 8608.4
8367 0.087 18.248 0.460 0.97 4761.66 8553.6
8368 0.078 18.248 0.444 0.98 4762.03 8553.7
8369 0.073 18.248 0.441 0.97 4762.38 8553.8
8370 0.046 18.248 0.430 0.99 4762.74 8553.8
8371 0.070 18.248 0.423 0.98 4763.13 8497.5
8372 0.083 18.248 0.403 0.98 4763.48 8497.5
8373 0.138 18.248 0.455 0.96 4763.82 8497.6
8374 0.047 18.248 0.416 0.99 4764.24 8497.6
8375 0.058 18.248 0.434 0.98 4764.63 8497.6
8376 0.048 18.248 0.438 0.99 4765.01 8476.6
8377 0.077 18.248 0.451 0.98 4765.24 8476.6
8379 0.075 18.248 0.453 0.97 4768.98 8514.9
8380 0.069 18.248 0.451 0.98 4769.27 8492.6
8381 0.068 18.248 0.466 0.98 4769.69 8492.6
8382 0.065 18.248 0.432 0.98 4770.05 8492.8
8383 0.056 18.248 0.472 0.98 4770.39 8492.8
8384 0.111 18.248 0.449 0.96 4770.76 8492.8
8385 0.082 18.248 0.448 0.97 4771.14 8492.9
8386 0.051 18.248 0.444 0.98 4771.39 8492.9
8387 0.063 18.248 0.425 0.98 4771.74 8492.9
8388 0.067 18.248 0.418 0.98 4772.10 8492.9
8389 0.100 18.248 0.448 0.97 4772.44 8492.9
8390 0.118 18.248 0.408 0.96 4772.75 8492.9
8391 0.042 18.248 0.456 0.99 4773.01 8492.9
8393 0.082 18.248 0.440 0.97 4776.74 8543.7
8394 0.049 18.248 0.436 0.99 4777.11 8511.1
8395 0.050 18.248 0.445 0.98 4777.46 8511.1
8396 0.058 18.248 0.408 0.99 4777.84 8511.1
8397 0.073 18.248 0.431 0.98 4778.19 8511.1
8398 0.146 18.248 0.424 0.96 4778.55 8511.1
8399 0.086 18.248 0.473 0.97 4778.90 8511.1
8400 0.083 18.248 0.471 0.98 4779.26 8511.1
8401 0.069 18.248 0.426 0.98 4779.63 8511.1
8402 0.048 18.248 0.428 0.99 4779.99 8511.1
8403 0.087 18.248 0.429 0.97 4780.37 8511.1
8404 0.097 18.248 0.472 0.98 4780.57 8460.2
8406 0.060 18.248 0.451 0.98 4784.29 8502.4
8407 0.109 18.248 0.462 0.97 4784.61 8502.4
8408 0.070 18.248 0.419 0.98 4784.95 8502.4
8409 0.089 18.248 0.416 0.97 4785.36 8461.3
8410 0.076 18.248 0.421 0.98 4785.72 8461.3
8411 0.099 18.248 0.446 0.96 4786.07 8461.3
8412 0.065 18.248 0.416 0.98 4786.44 8461.4
8413 0.092 18.248 0.427 0.97 4786.79 8461.4
8414 0.064 18.248 0.450 0.98 4787.17 8461.4
8415 0.088 18.248 0.470 0.97 4787.52 8461.4
8416 0.099 18.248 0.442 0.97 4787.91 8461.4
8417 0.051 18.248 0.446 0.99 4788.19 8461.4
8419 0.081 18.248 0.436 0.97 4791.93 8527.6
8420 0.059 18.248 0.445 0.98 4792.26 8527.6
8421 0.102 18.248 0.438 0.97 4792.65 8477.2
8422 0.089 18.248 0.437 0.98 4792.99 8420.6
8423 0.078 18.248 0.443 0.97 4793.35 8420.6
8424 0.051 18.248 0.442 0.98 4793.72 8420.6
8425 0.103 18.248 0.489 0.97 4794.04 8420.6
8426 0.041 18.248 0.425 0.99 4794.43 8420.6
8427 0.074 18.248 0.432 0.97 4794.79 8420.6
8428 0.093 18.248 0.434 0.97 4795.18 8420.9
8429 0.046 18.248 0.433 0.99 4795.59 8420.9
8430 0.144 18.248 0.467 0.96 4795.85 8420.9
8432 0.076 18.248 0.451 0.98 4799.62 8414.0
8433 0.124 18.248 0.414 0.96 4800.02 8414.0
8434 0.059 18.248 0.446 0.98 4800.40 8414.0
8435 0.175 18.248 0.444 0.94 4800.78 8414.2
8436 0.054 18.248 0.433 0.99 4801.15 8414.2
8437 0.063 18.248 0.472 0.98 4801.49 8414.2
8438 0.053 18.248 0.441 0.99 4801.86 8414.2
8439 0.051 18.248 0.417 0.99 4802.20 8414.4
8440 0.045 18.248 0.421 0.99 4802.58 8414.4
8441 0.088 18.248 0.454 0.97 4802.91 8414.4
8442 0.075 18.248 0.414 0.97 4803.30 8414.4
8443 0.090 18.248 0.461 0.97 4803.56 8414.6
8445 0.063 18.248 0.445 0.98 4807.24 8567.1
8446 0.102 18.248 0.440 0.97 4807.62 8567.1
8447 0.083 18.248 0.407 0.98 4807.97 8523.7
8448 0.101 18.248 0.448 0.97 4808.35 8524.4
8449 0.075 18.248 0.431 0.97 4808.71 8524.5
8450 0.137 18.248 0.456 0.95 4809.06 8524.5
8451 0.044 18.248 0.451 0.99 4809.46 8524.5
8452 0.042 18.248 0.453 0.99 4809.84 8524.5
8453 0.049 18.248 0.433 0.99 4810.20 8524.5
8454 0.084 18.248 0.446 0.97 4810.56 8524.5
8455 0.060 18.248 0.439 0.98 4810.94 8524.5
8456 0.096 18.248 0.445 0.97 4811.17 8524.5
8458 0.061 18.248 0.423 0.98 4814.88 8552.4
8459 0.068 18.248 0.416 0.98 4815.24 8552.4
8460 0.072 18.248 0.464 0.98 4815.54 8552.4
8461 0.083 18.248 0.425 0.98 4815.95 8552.4
8462 0.115 18.248 0.443 0.97 4816.20 8552.8
8463 0.055 18.248 0.413 0.99 4816.59 8552.8
8464 0.079 18.248 0.463 0.98 4816.97 8552.8
8465 0.066 18.248 0.437 0.98 4817.31 8552.8
8466 0.077 18.248 0.447 0.98 4817.68 8552.8
8467 0.125 18.248 0.437 0.96 4818.07 8552.8
8468 0.085 18.248 0.469 0.97 4818.45 8552.8
8469 0.051 18.248 0.424 0.98 4818.78 8552.8
8470 0.314 18.248 0.487 0.90 4818.95 8552.8
8472 0.088 18.248 0.465 0.97 4822.64 8610.8
8473 0.086 18.248 0.439 0.97 4823.02 8611.0
8474 0.104 18.248 0.473 0.97 4823.33 8611.0
8475 0.121 18.248 0.454 0.97 4823.69 8611.0
8476 0.060 18.248 0.431 0.98 4824.09 8611.0
8477 0.065 18.248 0.432 0.98 4824.39 8611.0
8478 0.052 18.248 0.434 0.99 4824.79 8611.0
8479 0.057 18.248 0.430 0.98 4825.15 8611.0
8480 0.062 18.248 0.452 0.98 4825.52 8611.0
8481 0.081 18.248 0.442 0.97 4825.86 8611.0
8482 0.070 18.248 0.428 0.98 4826.22 8611.0
8483 0.069 18.248 0.424 0.98 4826.55 8611.0
8484 1.642 18.248 0.439 0.47 4826.73 8611.0
8486 0.081 18.248 0.443 0.98 4830.55 8696.3
8487 0.130 18.248 0.466 0.96 4830.96 8595.5
8488 0.089 18.248 0.455 0.97 4831.30 8595.6
8489 0.090 18.248 0.414 0.97 4831.68 8595.8
8490 0.063 18.248 0.459 0.98 4832.05 8595.8
8491 0.039 18.248 0.431 0.99 4832.43 8595.8
8492 0.066 18.248 0.454 0.98 4832.77 8595.8
8493 0.119 18.248 0.470 0.96 4833.03 8595.8
8494 0.063 18.248 0.420 0.98 4833.42 8596.0
8495 0.075 18.248 0.418 0.97 4833.76 8596.3
8496 0.069 18.248 0.416 0.98 4834.11 8596.3
8497 0.115 18.248 0.442 0.96 4834.48 8596.3
8498 0.607 18.248 0.562 0.78 4834.64 8596.3
8500 0.068 18.248 0.462 0.98 4838.23 8691.1
8501 0.054 18.248 0.425 0.98 4838.58 8691.1
8502 0.081 18.248 0.427 0.98 4838.98 8691.1
8503 0.157 18.248 0.458 0.95 4839.36 8691.1
8504 0.076 18.248 0.461 0.97 4839.74 8657.3
8505 0.053 18.248 0.433 0.99 4840.12 8657.3
8506 0.085 18.248 0.437 0.98 4840.46 8657.3
